id,row_id,title,authors,venue,year,pages,volume,issue,doi,isbn,publisher,institution,country,language,keywords,abstract,funding,citation_count,h_index,impact_factor,open_access,conference_type,peer_reviewed
77,77,Human-Computer Interaction for Analysis: A Survey,"Harris, D.; L. W.; R. Y. Parker",IJCAI,2018,162-562,48,9,10.4033/4213524,978-3-856-73464-4,Taylor & Francis,Yale,Italy,Chinese,"clustering, deep learning, classification, statistics, data mining, optimization, neural networks",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,JST,0,95,5.57,False,International,True
78,78,Towards Human-Computer Interaction for Analysis,"Daniel K. Harris; L. Wilson; Parker, Ryan",International Joint Conference on Artificial Intelligence,2019,162-562,48,9,10.4033/4213524,978-3-856-73464-4,Taylor & Francis,Yale,Italy,Chinese,"optimization, deep learning, classification, clustering, statistics, data mining, neural networks",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,JST,0,95,5.57,False,International,True
79,79,Towards Human-Computer Interaction for Analysis,D. H.; Lisa V. Wilson; R. P.,International Joint Conference on Artificial Intelligence,2018,162-562,48,9,10.4033/4213524,978-3-856-73464-4,Taylor & Francis,Yale,Italy,Chinese,"clustering, deep learning, classification, statistics, data mining, optimization, neural networks",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,JST,0,95,5.57,False,International,True
80,80,Human-Computer Interaction for Analysis,"Daniel H.; Wilson, Lisa; R. Parker",IJCAI,2018,162-562,48,9,10.4033/4213524,978-3-856-73464-4,Taylor & Francis,Yale,Italy,Chinese,"clustering, deep learning, classification, statistics, data mining, optimization, neural networks",This paper presents a novel approach to human-computer interaction using advanced techniques. Our method shows significant improvements over existing approaches.,JST,0,95,5.57,False,International,True
81,81,Algorithms for Prediction,R. Miller; Ella Cook; J. Smith; M. Baker,International Joint Conference on Artificial Intelligence,2019,241-746,29,6,10.8170/7399057,978-4-982-72616-1,arXiv,Harvard University,China,English,"nlp, ai, algorithms",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,173,24,8.21,False,International,True
82,82,A Algorithms for Prediction,"Robert E. Miller; Cook, Ella; John S.; Baker, M.",IJCAI,2019,241-746,29,6,,978-4-982-72616-1,arXiv,Harvard University,China,English,"nlp, ai, algorithms",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,144,24,8.21,False,International,True
83,83,A Algorithms for Prediction,"Miller, R.; Ella G. Cook; John S.; Mark B.",IJCAI,2019,241-746,29,6,10.4020/1861958,978-4-982-72616-1,arXiv,Harvard University,China,English,"algorithms, ai, nlp",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,113,24,8.21,False,International,True
84,84,Algorithms for Prediction: A Survey,"R. M.; E. X. Cook; Smith, J.; M. B.",IJCAI,2019,100-130,29,6,10.4020/1861958,978-4-982-72616-1,arXiv,Harvard University,China,English,"nlp, ai, algorithms",This paper presents a new method to algorithms using advanced techniques. Our method shows better performance over existing approaches.,NIH,177,24,8.21,False,International,True
85,85,Towards Natural Language Processing for Optimization,Evelyn K. Collins; Emma Scott,Computer Vision and Pattern Recognition,2021,231-966,29,5,10.8025/6123430,978-9-735-17894-9,Taylor & Francis,UC Berkeley,Italy,English,"classification, clustering, ai, deep learning, neural networks, statistics, nlp, algorithms",This paper presents a new method to natural language processing using advanced techniques. Our method shows better performance over existing approaches.,DARPA,203,5,4.38,False,Regional,True
86,86,A Natural Language Processing for Optimization,"E. P. Collins; Scott, E.",Computer Vision and Pattern Recognition,2021,331-379,29,5,10.5597/3348838,978-9-735-17894-9,Taylor & Francis,UC Berkeley,Italy,English,"classification, clustering, ai, deep learning, neural networks, statistics, nlp, algorithms",This paper presents a new method to natural language processing using advanced techniques. Our method shows better performance over existing approaches.,DARPA,203,5,4.38,False,Regional,True
87,87,On Natural Language Processing for Optimization,E. Collins; Emma Scott,Computer Vision and Pattern Recognition,2021,231-966,29,5,10.5269/8920589,978-9-735-17894-9,Taylor & Francis,UC Berkeley,Italy,English,"classification, clustering, ai, deep learning, neural networks, statistics, nlp, algorithms",This paper presents a new method to natural language processing using advanced techniques. Our method shows better performance over existing approaches.,DARPA,160,5,4.38,False,Regional,True
88,88,Towards Reinforcement Learning for Analysis,"Brown, David; C. E. Turner; D. Harris; Richardson, G.",IJCAI,2019,404-906,41,10,10.4241/8132648,978-1-657-39466-2,bioRxiv,DeepMind,Spain,English,"clustering, machine learning, neural networks",This paper presents a new method to reinforcement learning using advanced techniques. Our method shows better performance over existing approaches.,JST,471,20,4.95,False,Workshop,True
89,89,Reinforcement Learning for Analysis Revisited,David B.; C. X. Turner; Daniel Harris; G. H. Richardson,IJCAI,2020,404-906,41,10,10.4241/8132648,978-1-657-39466-2,bioRxiv,DeepMind,Spain,English,"machine learning, neural networks, clustering",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,JST,457,20,4.95,False,Workshop,True
90,90,Distributed Systems for Optimization,"Davis, E.; Nelson, Donald; Johnson, Michael; Jonathan M.",Computer Vision and Pattern Recognition,2021,377-666,39,5,10.1423/2532210,978-3-790-85392-9,IEEE,University of Oxford,Switzerland,French,"nlp, machine learning, neural networks, analysis, computer vision",This paper presents a novel approach to distributed systems using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,954,40,2.22,False,Workshop,True
91,91,Distributed Systems for Optimization Revisited,"Davis, E.; D. P. Nelson; Michael Johnson; Jonathan M.",Computer Vision and Pattern Recognition,2021,330-357,39,5,10.1423/2532210,978-3-790-85392-9,IEEE,University of Oxford,Switzerland,French,"nlp, machine learning, neural networks, analysis, computer vision",This paper presents a new method to distributed systems using advanced techniques. Our method shows better performance over existing approaches.,Microsoft,917,40,2.22,False,Workshop,True
92,92,Security for Optimization: A Survey,K. Clark; K. P. Roberts; R. M.,ACL,2017,169-711,45,8,10.5722/7718473,978-8-137-69614-1,Science,DeepMind,Japan,English,"statistics, computer vision, machine learning, ai, algorithms, analysis",This paper presents a new method to security using advanced techniques. Our method shows better performance over existing approaches.,Google,70,29,5.43,False,Workshop,True
93,93,Security for Optimization,Kevin C.; Kenneth R.; Robert M.,Association for Computational Linguistics,2017,169-711,45,8,10.5644/2438621,978-8-137-69614-1,Science,DeepMind,Japan,English,"algorithms, ai, analysis, statistics, machine learning, computer vision",This paper presents a novel approach to security using advanced techniques. Our method shows significant improvements over existing approaches.,Google,79,29,5.43,False,Workshop,True
94,94,A Security for Optimization,"Clark, Kevin; Roberts, K.; R. Miller",ACL,2017,9-31,45,8,10.5722/7718473,978-8-137-69614-1,Science,DeepMind,Japan,English,"statistics, computer vision, machine learning, ai, algorithms, analysis",This paper presents a novel approach to security using advanced techniques. Our method shows significant improvements over existing approaches.,Google,82,29,5.43,False,Workshop,True
95,95,NN for Enhancement,Grace Richardson; J. Martinez,IJCAI,2022,309-353,32,2,10.1472/5014745,978-2-418-82199-0,Cambridge University Press,NVIDIA,Canada,English,"analysis, deep learning, ai",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,526,96,3.27,False,Workshop,False
96,96,Neural Networks for Enhancement: A Survey,Grace Richardson; Joshua W. Martinez,IJCAI,2022,451-858,32,2,10.1472/5014745,978-2-418-82199-0,Cambridge University Press,NVIDIA,Canada,English,"analysis, deep learning, ai",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,549,96,3.27,False,Workshop,False
97,97,Security for Optimization,William W.; M. I. Jackson,AAAI,2024,307-351,9,2,10.5526/7961578,978-5-906-76550-4,arXiv,MIT,France,German,"statistics, nlp, algorithms, ai, analysis",This paper presents a novel approach to security using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,480,73,5.1,False,Workshop,False
98,98,On Security for Optimization,William Walker; M. J.,Association for the Advancement of Artificial Intelligence,2024,219-266,9,2,10.5526/7961578,978-5-906-76550-4,arXiv,MIT,France,German,"statistics, nlp, algorithms, ai, analysis",This paper presents a novel approach to security using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,442,73,5.1,False,Workshop,False
99,99,Towards Security for Optimization,W. W.; M. N. Jackson,AAAI,2024,261-883,9,2,10.5526/7961578,978-5-906-76550-4,arXiv,MIT,France,German,"statistics, nlp, algorithms, ai, analysis",This paper presents a novel approach to security using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,501,73,5.1,False,Workshop,False
100,100,A Security for Optimization,W. Walker; M. J.,Association for the Advancement of Artificial Intelligence,2024,261-883,9,2,10.5526/7961578,978-5-906-76550-4,arXiv,MIT,France,German,"statistics, nlp, algorithms, ai, analysis",This paper presents a novel approach to security using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,485,73,5.1,False,Workshop,False
101,101,Towards Bioinformatics for Prediction,Mark Baker; William F. Walker,ICDE,2018,439-898,27,1,10.6213/8935224,978-6-495-96991-2,MIT Press,Stanford Univ.,UK,Chinese,"analysis, optimization, computer vision, data mining, machine learning, deep learning, algorithms",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,435,88,9.71,True,Workshop,True
102,102,Bioinformatics for Prediction: A Survey,Mark Baker; William W.,International Conference on Data Engineering,2018,439-898,27,1,10.6213/8935224,978-6-495-96991-2,MIT Press,Stanford University,UK,Chinese,"computer vision, machine learning, data mining, deep learning, analysis, optimization, algorithms",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,452,88,9.71,True,Workshop,True
103,103,Bioinformatics for Prediction,M. Baker; William I. Walker,International Conference on Data Engineering,2018,439-898,27,1,,978-6-495-96991-2,MIT Press,Stanford University,UK,Chinese,"optimization, deep learning, analysis, algorithms, computer vision, data mining, machine learning",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,461,88,9.71,True,Workshop,True
104,104,On Bioinformatics for Prediction,"Baker, M.; Walker, William",ICDE,2018,477-512,27,1,10.6213/8935224,978-6-495-96991-2,MIT Press,Stanford University,UK,Chinese,"optimization, computer vision, analysis, data mining, machine learning, deep learning, algorithms",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NASA,417,88,9.71,True,Workshop,True
105,105,Bioinformatics for Optimization Revisited,S. R.,European Conference on Computer Vision,2020,437-846,35,7,10.6188/9186400,978-8-136-90931-1,Elsevier,Univ. of Toronto,Switzerland,English,"data mining, deep learning, algorithms, prediction",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,456,26,7.09,True,International,True
106,106,Bioinformatics for Optimization: A Survey,Stephen Reed,European Conference on Computer Vision,2020,345-376,35,7,10.3924/8995273,978-8-136-90931-1,Elsevier,University of Toronto,Switzerland,English,"prediction, data mining, algorithms, deep learning",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,434,26,7.09,True,International,True
107,107,Towards Bioinformatics for Optimization,"Reed, Stephen",ECCV,2020,437-846,35,7,10.6188/9186400,978-8-136-90931-1,Elsevier,University of Toronto,Switzerland,English,"data mining, prediction, deep learning, algorithms",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,473,26,7.09,True,International,True
108,108,Bioinformatics for Optimization,"Reed, S.",European Conference on Computer Vision,2020,437-846,35,7,10.6188/9186400,978-8-136-90931-1,Elsevier,University of Toronto,Switzerland,English,"data mining, deep learning, prediction, algorithms",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,DOE,439,26,7.09,True,International,True
109,109,DL for Analysis,Amy Y.; Maria B. Taylor; Jessica Martin,International Joint Conference on Artificial Intelligence,2023,211-790,44,3,10.3785/3937176,978-1-724-60140-9,Wiley,OpenAI,South Korea,Chinese,"classification, analysis, ai, clustering",This paper presents a novel approach to deep learning using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,299,90,0.59,False,Regional,True
110,110,Deep Learning for Analysis,"A. Y.; M. Taylor; Martin, J.",International Joint Conference on Artificial Intelligence,2023,211-790,44,3,10.3785/3937176,978-1-724-60140-9,Wiley,OpenAI,South Korea,Chinese,"classification, analysis, ai, clustering",This paper presents a new method to deep learning using advanced techniques. Our method shows better performance over existing approaches.,Microsoft,265,90,0.59,False,Regional,True
111,111,DL for Analysis,"Young, A.; Maria L. Taylor; J. I. Martin",IJCAI,2023,211-790,44,3,10.3785/3937176,978-1-724-60140-9,Wiley,OpenAI,South Korea,Chinese,"classification, analysis, ai, clustering",This paper presents a novel approach to deep learning using advanced techniques. Our method shows significant improvements over existing approaches.,Microsoft,282,90,0.59,False,Regional,True
112,112,Towards Computer Vision for Analysis,P. M.; Amy Y.; Jason Phillips,ICCV,2019,458-508,20,4,10.7302/9106886,978-1-342-59986-9,Science,Yale,France,German,"machine learning, ai, prediction, clustering, statistics",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,953,82,7.58,False,National,True
113,113,Towards Computer Vision for Analysis,Paul Mitchell; A. Young; Jason P.,ICCV,2019,234-933,20,4,10.7302/9106886,978-1-342-59986-9,Science,Yale,France,German,"machine learning, ai, prediction, clustering, statistics",This paper presents a novel approach to computer vision using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,928,82,7.58,False,National,True
114,114,Computer Vision for Analysis Revisited,"Mitchell, Paul; Amy Young; J. Phillips",International Conference on Computer Vision,2019,234-933,20,4,10.7302/9106886,978-1-342-59986-9,Science,Yale,France,German,"machine learning, ai, prediction, clustering, statistics",This paper presents a new method to computer vision using advanced techniques. Our method shows better performance over existing approaches.,NIH,981,82,7.58,False,National,True
115,115,A Reinforcement Learning for Prediction,C. K. Turner; G. Y. Edwards; Ryan C. Parker,Information Retrieval,2017,322-550,41,11,10.1645/6183033,978-7-134-85965-5,Taylor & Francis,CMU,Canada,English,"data mining, prediction, neural networks, classification, statistics",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,571,69,9.18,True,Regional,False
116,116,Reinforcement Learning for Prediction Revisited,C. Turner; Gary E.; R. P.,Information Retrieval,2017,322-550,41,11,10.1645/6183033,978-7-134-85965-5,Taylor & Francis,CMU,Canada,English,"classification, neural networks, statistics, prediction, data mining",This paper presents a new method to reinforcement learning using advanced techniques. Our method shows better performance over existing approaches.,ERC,495,69,9.18,True,Regional,False
117,117,RL for Prediction,"C. T.; Edwards, Gary; R. Parker",SIGIR,2017,33-73,41,11,,978-7-134-85965-5,Taylor & Francis,CMU,Canada,English,"data mining, prediction, neural networks, classification, statistics",This paper presents a novel approach to reinforcement learning using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,503,69,9.18,True,Regional,False
118,118,Robotics for Analysis: A Survey,Angela K.,WWW,2016,73-887,15,11,10.7511/7136687,978-1-909-61717-0,Nature,Princeton,Canada,English,"data mining, nlp, statistics, ai, clustering",This paper presents a new method to robotics using advanced techniques. Our method shows better performance over existing approaches.,Horizon 2020,837,86,9.43,True,National,False
119,119,Robotics for Analysis: A Survey,A. P. King,Web Conference,2016,73-887,15,11,10.7511/7136687,978-1-909-61717-0,Nature,Princeton,Canada,English,"ai, data mining, statistics, clustering, nlp",This paper presents a novel approach to robotics using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,850,86,9.43,True,National,False
120,120,On Machine Learning for Enhancement,"Larry U. Cooper; Carter, Isabella; D. L. Harris",ECCV,2016,326-922,30,12,10.5951/7850067,978-1-243-15943-0,Nature,University of Washington,Canada,English,"neural networks, analysis, prediction, computer vision",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,724,100,7.12,False,National,False
121,121,Machine Learning for Enhancement: A Survey,L. Y. Cooper; Isabella Carter; Daniel Y. Harris,European Conference on Computer Vision,2016,326-922,30,12,10.5951/7850067,978-1-243-15943-0,Nature,University of Washington,Canada,English,"computer vision, neural networks, prediction, analysis",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,727,100,7.12,False,National,False
122,122,On Machine Learning for Enhancement,Larry U. Cooper; I. C.; D. Harris,European Conference on Computer Vision,2016,326-922,30,12,10.5951/7850067,978-1-243-15943-0,Nature,University of Washington,Canada,English,"prediction, neural networks, computer vision, analysis",This paper presents a new method to machine learning using advanced techniques. Our method shows better performance over existing approaches.,ERC,673,100,7.12,False,National,False
123,123,Machine Learning for Enhancement,L. U. Cooper; I. T. Carter; D. I. Harris,ECCV,2016,497-541,30,12,10.2675/5733096,978-1-243-15943-0,Nature,University of Washington,Canada,English,"computer vision, neural networks, prediction, analysis",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,ERC,665,100,7.12,False,National,False
124,124,A Networks for Optimization,"A. A. Garcia; Johnson, M.; Phillips, Jason; N. Z. Lee",International Conference on Machine Learning,2018,228-728,16,6,10.2627/7162857,978-8-760-57012-0,AAAI Press,DeepMind,Germany,English,"deep learning, ai, classification, algorithms, nlp, machine learning",This paper presents a new method to networks using advanced techniques. Our method shows better performance over existing approaches.,NIH,854,47,2.81,True,National,True
125,125,Networks for Optimization Revisited,A. C. Garcia; M. J.; Jason I. Phillips; N. Lee,ICML,2018,228-728,16,6,10.2627/7162857,978-8-760-57012-0,AAAI Press,DeepMind,Germany,English,"machine learning, deep learning, ai, algorithms, classification, nlp",This paper presents a novel approach to networks using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,775,47,2.81,True,National,True
126,126,Towards Algorithms for Enhancement,E. Morris; E. I. Cook,Association for the Advancement of Artificial Intelligence,2018,169-897,10,10,10.1046/5651899,978-2-233-80807-4,PMLR,Google Research,Canada,German,"optimization, machine learning, neural networks",This paper presents a new method to algorithms using advanced techniques. Our method shows better performance over existing approaches.,DFG,587,46,0.65,False,International,True
127,127,On Algorithms for Enhancement,Eric D. Morris; E. C.,AAAI,2018,169-897,10,10,10.1046/5651899,978-2-233-80807-4,PMLR,Google Research,Canada,German,"neural networks, optimization, machine learning",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,639,46,0.65,False,International,True
128,128,On Algorithms for Enhancement,"Eric Morris; Cook, E.",AAAI,2018,169-897,10,10,10.1046/5651899,978-2-233-80807-4,PMLR,Google Research,Canada,German,"neural networks, machine learning, optimization",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,648,46,0.65,False,International,True
129,129,Algorithms for Enhancement: A Survey,E. Z. Morris; E. C.,AAAI,2018,169-897,10,10,10.1046/5651899,978-2-233-80807-4,PMLR,Google Research,Canada,German,"neural networks, machine learning, optimization",This paper presents a novel approach to algorithms using advanced techniques. Our method shows significant improvements over existing approaches.,DFG,589,46,0.65,False,International,True
130,130,Towards Software Engineering for Classification,T. W.,CVPR,2022,399-686,33,10,10.2786/8583392,978-8-326-90623-0,Taylor & Francis,Max Planck Institute,Israel,French,"computer vision, clustering, analysis, ai, machine learning, nlp, data mining, prediction",This paper presents a novel approach to software engineering using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,406,92,1.53,False,International,True
131,131,Software Engineering for Classification,Thomas W.,Computer Vision and Pattern Recognition,2022,399-686,33,10,,978-8-326-90623-0,Taylor & Francis,Max Planck Institute,Israel,French,"computer vision, clustering, analysis, ai, machine learning, nlp, data mining, prediction",This paper presents a novel approach to software engineering using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,409,92,1.53,False,International,True
132,132,Software Engineering for Classification,"Wright, T.",CVPR,2022,496-540,33,10,10.2786/8583392,978-8-326-90623-0,Taylor & Francis,Max Planck Institute,Israel,French,"computer vision, clustering, analysis, ai, machine learning, nlp, data mining, prediction",This paper presents a novel approach to software engineering using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,405,92,1.53,False,International,True
133,133,On Software Engineering for Classification,"Wright, T.",Computer Vision and Pattern Recognition,2022,268-282,33,10,10.3126/3997061,978-8-326-90623-0,Taylor & Francis,Max Planck Institute,Israel,French,"computer vision, clustering, analysis, ai, machine learning, nlp, data mining, prediction",This paper presents a novel approach to software engineering using advanced techniques. Our method shows significant improvements over existing approaches.,Horizon 2020,448,92,1.53,False,International,True
134,134,Bioinformatics for Prediction,James B. Moore,European Conference on Computer Vision,2019,320-825,38,9,10.6327/7390515,978-9-643-48652-7,Cambridge University Press,Columbia,China,English,"deep learning, ai, algorithms, computer vision, classification, prediction, analysis, statistics",This paper presents a new method to bioinformatics using advanced techniques. Our method shows better performance over existing approaches.,Google,323,63,4.29,True,Regional,False
135,135,Towards Bioinformatics for Prediction,J. Moore,European Conference on Computer Vision,2019,286-322,38,9,10.6327/7390515,978-9-643-48652-7,Cambridge University Press,Columbia,China,English,"classification, statistics, deep learning, prediction, algorithms, analysis, computer vision, ai",This paper presents a new method to bioinformatics using advanced techniques. Our method shows better performance over existing approaches.,Google,326,63,4.29,True,Regional,False
136,136,Bioinformatics for Analysis Revisited,M. T.; C. T.; Grace R.,Information Retrieval,2022,35-547,6,2,10.8075/2620082,978-5-931-27054-8,IEEE,Yale,Australia,Chinese,"ai, deep learning, prediction, optimization, data mining",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,954,41,6.2,False,International,True
137,137,A Bioinformatics for Analysis,"Maria T.; Charlotte R. Turner; Richardson, G.",SIGIR,2022,35-547,6,2,10.8075/2620082,978-5-931-27054-8,IEEE,Yale,Australia,Chinese,"ai, deep learning, prediction, optimization, data mining",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,988,41,6.2,False,International,True
138,138,Bioinformatics for Analysis Revisited,"Maria Y. Taylor; Turner, C.; G. R.",SIGIR,2022,35-547,6,2,10.8075/2620082,978-5-931-27054-8,IEEE,Yale,Australia,Chinese,"ai, deep learning, prediction, optimization, data mining",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,941,41,6.2,False,International,True
139,139,Towards Bioinformatics for Analysis,"Taylor, Maria; Charlotte Turner; Grace R.",Information Retrieval,2021,35-547,6,2,10.8075/2620082,978-5-931-27054-8,IEEE,Yale,Australia,Chinese,"ai, deep learning, prediction, optimization, data mining",This paper presents a novel approach to bioinformatics using advanced techniques. Our method shows significant improvements over existing approaches.,NIH,1011,41,6.2,False,International,True
140,140,Artificial Intelligence for Optimization Revisited,Stephen R.; Robert Miller,Information Retrieval,2020,188-235,24,2,10.5564/4794319,978-6-965-83526-9,Oxford University Press,McGill University,Switzerland,Chinese,"nlp, ai, data mining",This paper presents a novel approach to artificial intelligence using advanced techniques. Our method shows significant improvements over existing approaches.,ANR,6,28,3.1,False,Regional,True
141,141,On Artificial Intelligence for Optimization,"Reed, S.; R. Z. Miller",SIGIR,2020,433-785,24,2,10.5564/4794319,978-6-965-83526-9,Oxford University Press,McGill Univ.,Switzerland,Chinese,"nlp, ai, data mining",This paper presents a new method to artificial intelligence using advanced techniques. Our method shows better performance over existing approaches.,ANR,52,28,3.1,False,Regional,True
142,142,Artificial Intelligence for Optimization: A Survey,"Stephen Reed; Miller, R.",Information Retrieval,2020,433-785,24,2,10.5564/4794319,978-6-965-83526-9,Oxford University Press,McGill University,Switzerland,Chinese,"nlp, ai, data mining",This paper presents a novel approach to artificial intelligence using advanced techniques. Our method shows significant improvements over existing approaches.,ANR,0,28,3.1,False,Regional,True
143,143,On Artificial Intelligence for Optimization,"Stephen Y. Reed; Miller, Robert",SIGIR,2020,433-785,24,2,10.5564/4794319,978-6-965-83526-9,Oxford University Press,McGill Univ.,Switzerland,Chinese,"nlp, ai, data mining",This paper presents a novel approach to artificial intelligence using advanced techniques. Our method shows significant improvements over existing approaches.,ANR,36,28,3.1,False,Regional,True
144,144,Machine Learning for Prediction Revisited,D. Brown; Maria H. Taylor; Harper J. Evans; Paul M.,International Conference on Learning Representations,2014,47-883,34,4,10.7163/8043620,978-7-449-30631-5,Nature,University of Cambridge,Japan,French,"nlp, deep learning, machine learning, neural networks, ai, data mining, algorithms",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,ANR,464,89,4.53,False,Workshop,True
145,145,Machine Learning for Prediction Revisited,D. G. Brown; M. T.; H. E.; P. Mitchell,International Conference on Learning Representations,2015,47-883,34,4,10.7163/8043620,978-7-449-30631-5,Nature,University of Cambridge,Japan,French,"nlp, deep learning, machine learning, neural networks, ai, data mining, algorithms",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,ANR,444,89,4.53,False,Workshop,True
146,146,A Machine Learning for Prediction,"David Brown; Taylor, Maria; Evans, H.; P. T. Mitchell",ICLR,2015,47-883,34,4,10.7163/8043620,978-7-449-30631-5,Nature,Univ. of Cambridge,Japan,French,"nlp, deep learning, machine learning, neural networks, ai, data mining, algorithms",This paper presents a new method to machine learning using advanced techniques. Our method shows better performance over existing approaches.,ANR,497,89,4.53,False,Workshop,True
147,147,Machine Learning for Prediction,David B.; Maria Taylor; H. Evans; P. J. Mitchell,International Conference on Learning Representations,2014,47-883,34,4,10.7163/8043620,978-7-449-30631-5,Nature,University of Cambridge,Japan,French,"nlp, deep learning, machine learning, neural networks, ai, data mining, algorithms",This paper presents a novel approach to machine learning using advanced techniques. Our method shows significant improvements over existing approaches.,ANR,421,89,4.53,False,Workshop,True
148,148,On Neural Networks for Enhancement,Brian Lewis,Knowledge Discovery and Data Mining,2021,57-646,44,11,10.3790/2008479,978-4-146-38903-6,Oxford University Press,Stanford University,USA,English,"classification, algorithms, neural networks, clustering, ai",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NSFC,78,5,5.23,False,National,True
149,149,Neural Networks for Enhancement: A Survey,Brian Lewis,KDD,2021,57-646,44,11,10.8972/9840487,978-4-146-38903-6,Oxford University Press,Stanford University,USA,English,"clustering, algorithms, ai, classification, neural networks",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NSFC,148,5,5.23,False,National,True
150,150,Neural Networks for Enhancement Revisited,Brian L.,KDD,2021,57-646,44,11,,978-4-146-38903-6,Oxford University Press,Stanford University,USA,English,"classification, algorithms, neural networks, clustering, ai",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NSFC,122,5,5.23,False,National,True
151,151,On Neural Networks for Enhancement,Brian Lewis,Knowledge Discovery and Data Mining,2021,57-646,44,11,10.8972/9840487,978-4-146-38903-6,Oxford University Press,Stanford University,USA,English,"classification, neural networks, algorithms, ai, clustering",This paper presents a novel approach to neural networks using advanced techniques. Our method shows significant improvements over existing approaches.,NSFC,115,5,5.23,False,National,True
152,152,Towards Database Systems for Prediction,D. Brown; Kimberly X. Hall; E. C.,Computer Vision and Pattern Recognition,2015,497-526,30,2,10.6129/8202195,978-9-514-93904-6,Nature,UC Berkeley,China,English,"neural networks, algorithms, nlp, analysis, optimization",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,DARPA,414,18,2.81,False,International,False
153,153,On Database Systems for Prediction,"D. B.; Hall, Kimberly; Ella C.",Computer Vision and Pattern Recognition,2015,224-510,30,2,10.6129/8202195,978-9-514-93904-6,Nature,UC Berkeley,China,English,"neural networks, algorithms, nlp, analysis, optimization",This paper presents a novel approach to database systems using advanced techniques. Our method shows significant improvements over existing approaches.,DARPA,468,18,2.81,False,International,False
